"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,Tests/1M pop,Population,Date
Pakistan,"729,920","+4,318","15,619 ",118.0,"638,267","+3,432","76,034","4,198","3,255",70,"10,829,994","48,301","224,218,687 ",2021-04-13
Hungary,"728,078","+2,837","23,980 ",272.0,"431,124","+2,050","272,974","1,209","75,518","2,487","4,976,613","516,184","9,641,167 ",2021-04-13
Bangladesh,"697,985","+6,028","9,891 ",69.0,"585,966","+4,853","102,128",,"4,206",60,"5,070,788","30,553","165,966,798 ",2021-04-13
Jordan,"669,300",,"7,855 ",,"604,044",,"57,401",729,"65,094",764,"6,348,440","617,433","10,281,995 ",2021-04-13
Serbia,"648,745","+3,572","5,808 ",35.0,"566,122","+5,188","76,815",247,"74,484",667,"3,617,179","415,298","8,709,834 ",2021-04-13
Switzerland,"625,367","+2,241","10,469 ",3.0,"560,294",,"54,604",214,"71,849","1,203","6,437,818","739,643","8,703,948 ",2021-04-13
Austria,"581,263","+2,313","9,748 ",42.0,"541,786","+3,177","29,729",599,"64,253","1,078","27,197,861","3,006,461","9,046,471 ",2021-04-13
Japan,"506,286",,"9,400 ",,"465,916",,"30,970",563,"4,013",75,"10,454,733","82,860","126,173,611 ",2021-04-13
Morocco,"502,277",,"8,909 ",,"488,632",,"4,736",240,"13,484",239,"6,106,431","163,927","37,250,917 ",2021-04-13
Lebanon,"497,854",,"6,703 ",,"406,095",,"85,056",827,"73,197",986,"3,719,848","546,914","6,801,526 ",2021-04-13
UAE,"487,697","+2,022","1,537 ",4.0,"471,906","+1,731","14,254",,"48,851",154,"40,669,721","4,073,751","9,983,359 ",2021-04-13
Saudi Arabia,"400,228",+951,"6,773 ",8.0,"384,635",+608,"8,820",962,"11,359",192,"15,919,088","451,797","35,235,026 ",2021-04-13
Bulgaria,"375,115",,"14,619 ",,"289,356",,"71,140",776,"54,306","2,116","2,287,726","331,196","6,907,472 ",2021-04-13
Slovakia,"372,038",+870,"10,716 ",86.0,"255,300",,"106,022",506,"68,118","1,962","2,449,747","448,531","5,461,708 ",2021-04-13
Malaysia,"363,940","+1,767","1,345 ",12.0,"346,295","+1,290","16,300",199,"11,134",41,"8,292,260","253,675","32,688,487 ",2021-04-13
Panama,"358,792",,"6,167 ",,"348,554",,"4,071",105,"82,150","1,412","2,243,777","513,741","4,367,524 ",2021-04-13
Ecuador,"347,070",,"17,298 ",,"290,314",,"39,458",593,"19,442",969,"1,195,370","66,963","17,851,195 ",2021-04-13
Belarus,"337,635",+754,"2,373 ",10.0,"327,848",+761,"7,414",,"35,740",251,"5,570,822","589,699","9,446,894 ",2021-04-13
Greece,"297,086",,"8,961 ",,"254,804",,"33,321",781,"28,612",863,"7,109,471","684,709","10,383,207 ",2021-04-13
Croatia,"294,874","+1,936","6,358 ",25.0,"276,420","+1,659","12,096",192,"72,177","1,556","1,652,525","404,491","4,085,445 ",2021-04-13
Georgia,"290,129","+1,374","3,894 ",11.0,"278,251",+422,"7,984",,"72,839",978,"3,722,612","934,583","3,983,180 ",2021-04-13
Azerbaijan,"289,601","+2,457","3,978 ",34.0,"253,762","+2,002","31,861",,"28,363",390,"3,040,386","297,775","10,210,354 ",2021-04-13
Bolivia,"283,084",+989,"12,469 ",18.0,"232,422",+876,"38,193",71,"23,997","1,057","999,531","84,729","11,796,807 ",2021-04-13
Nepal,"280,984",+460,"3,058 ",5.0,"274,318",+153,"3,608",,"9,511",104,"2,321,670","78,585","29,543,475 ",2021-04-13
Kazakhstan,"273,825","+2,016","3,260 ",24.0,"235,862","+1,197","34,703",221,"14,449",172,"9,258,849","488,557","18,951,428 ",2021-04-13
Tunisia,"272,940",,"9,332 ",,"226,070",,"37,538",415,"22,907",783,"1,186,045","99,543","11,914,881 ",2021-04-13
Palestine,"272,767","+1,911","2,901 ",18.0,"237,046","+2,348","32,820",182,"52,524",559,"1,636,553","315,132","5,193,231 ",2021-04-13
Dominican Republic,"258,039",,"3,392 ",,"216,780",,"37,867",151,"23,603",310,"1,348,754","123,370","10,932,601 ",2021-04-13
Kuwait,"248,729",,"1,412 ",,"232,556",,"14,761",228,"57,581",327,"2,169,047","502,135","4,319,647 ",2021-04-13
Moldova,"241,820",,"5,409 ",,"223,822",,"12,589",303,"60,055","1,343","905,532","224,886","4,026,631 ",2021-04-13
Ireland,"241,330",,"4,785 ",,"23,364",,"213,181",46,"48,453",961,"4,196,113","842,473","4,980,708 ",2021-04-13
Denmark,"238,869",+563,"2,446 ",3.0,"228,007",+763,"8,416",39,"41,127",421,"29,940,622","5,154,958","5,808,121 ",2021-04-13
Paraguay,"237,542",,"4,889 ",,"194,987",,"37,666",446,"32,989",679,"981,681","136,332","7,200,687 ",2021-04-13
Ethiopia,"230,944",,"3,208 ",,"171,980",,"55,756",983,"1,971",27,"2,453,287","20,938","117,166,929 ",2021-04-13
Lithuania,"227,889","+1,088","3,713 ",12.0,"207,391","+1,426","16,785",150,"84,639","1,379","2,516,597","934,678","2,692,476 ",2021-04-13
Slovenia,"227,836","+1,049","4,130 ",4.0,"209,920","+1,078","13,786",146,"109,581","1,986","1,109,932","533,836","2,079,161 ",2021-04-13
Costa Rica,"222,544",,"3,018 ",,"194,760",,"24,766",199,"43,378",588,"842,015","164,124","5,130,346 ",2021-04-13
Egypt,"211,307",,"12,487 ",,"159,999",,"38,821",90,"2,035",120,"2,677,262","25,785","103,831,623 ",2021-04-13
Armenia,"204,053",+726,"3,775 ",22.0,"183,660",+824,"16,618",,"68,761","1,272","909,604","306,515","2,967,568 ",2021-04-13
Guatemala,"203,309",,"7,020 ",,"186,127",,"10,162",5,"11,188",386,"1,108,633","61,005","18,172,684 ",2021-04-13
Honduras,"196,086",+306,"4,861 ",57.0,"75,952",+156,"115,273",536,"19,556",485,"542,768","54,131","10,026,957 ",2021-04-13
Qatar,"191,979",+981,340 ,5.0,"170,787",+593,"20,852",479,"68,373",121,"1,814,379","646,191","2,807,805 ",2021-04-13
Bosnia and Herzegovina,"184,698",,"7,487 ",,"141,602",,"35,609",,"56,572","2,293","846,536","259,289","3,264,840 ",2021-04-13
Venezuela,"175,812",,"1,795 ",,"158,399",,"15,618",237,"6,196",63,"3,359,014","118,388","28,372,923 ",2021-04-13
Oman,"174,364","+1,335","1,798 ",9.0,"154,771",+785,"17,795",250,"33,486",345,"1,550,000","297,671","5,207,086 ",2021-04-13
Libya,"169,504",+828,"2,830 ",2.0,"154,220",+576,"12,454",,"24,410",408,"919,189","132,373","6,943,932 ",2021-04-13
Nigeria,"163,837",,"2,061 ",,"154,177",,"7,599",11,780,10,"1,838,174","8,749","210,092,733 ",2021-04-13
Bahrain,"157,729",,562  ,,"145,953",,"11,214",85,"90,279",322,"3,798,472","2,174,112","1,747,137 ",2021-04-13
Uruguay,"147,173",,"1,533 ",,"113,125",,"32,515",494,"42,253",440,"1,532,512","439,982","3,483,126 ",2021-04-13
Kenya,"146,156",,"2,368 ",,"99,210",,"44,578",248,"2,673",43,"1,564,827","28,613","54,688,827 ",2021-04-13
Myanmar,"142,596",,"3,206 ",,"131,869",,"7,521",,"2,607",59,"2,555,312","46,720","54,694,134 ",2021-04-13
North Macedonia,"142,034",,"4,262 ",,"117,794",,"19,978",124,"68,177","2,046","670,333","321,764","2,083,307 ",2021-04-13
Albania,"128,518",,"2,321 ",,"98,269",,"27,928",18,"44,697",807,"585,329","203,569","2,875,341 ",2021-04-13
Algeria,"118,645",,"3,134 ",,"82,704",,"32,807",14,"2,668",70,"230,861","5,192","44,465,491 ",2021-04-13
Estonia,"115,080",+638,"1,049 ",12.0,"96,844","+1,598","17,187",72,"86,707",790,"1,204,118","907,240","1,327,232 ",2021-04-13
S. Korea,"110,688",+542,"1,775 ",5.0,"101,332",+528,"7,581",101,"2,158",35,"8,200,519","159,843","51,303,652 ",2021-04-13
Latvia,"108,355",+537,"2,002 ",12.0,"99,840",+200,"6,513",94,"57,949","1,071","2,049,958","1,096,325","1,869,845 ",2021-04-13
Norway,"104,647",+648,688 ,1.0,"88,952",,"15,007",57,"19,186",126,"4,896,385","897,716","5,454,272 ",2021-04-13
Sri Lanka,"95,394",,602 ,4.0,"91,926",+151,"2,866",,"4,440",28,"2,374,627","110,534","21,483,302 ",2021-04-13
Montenegro,"94,643",+224,"1,391 ",10.0,"89,235",+401,"4,017",69,"150,675","2,215","354,624","564,573","628,128 ",2021-04-13
Ghana,"91,410",+75,761 ,7.0,"89,219",+127,"1,430",10,"2,895",24,"1,032,144","32,688","31,575,645 ",2021-04-13
Kyrgyzstan,"90,599",+227,"1,532 ",4.0,"86,152",+124,"2,915",25,"13,711",232,"908,302","137,460","6,607,775 ",2021-04-13
Zambia,"90,064",,"1,227 ",,"88,077",,760,57,"4,795",65,"1,308,716","69,680","18,781,755 ",2021-04-13
Cuba,"87,385",,467 ,,"81,900",,"5,018",58,"7,719",41,"3,235,144","285,759","11,321,213 ",2021-04-13
Uzbekistan,"85,291",+177,634 ,,"83,089",+146,"1,568",23,"2,520",19,"1,377,915","40,711","33,846,159 ",2021-04-13
Finland,"82,564",+286,877 ,3.0,"46,000",,"35,687",38,"14,883",158,"4,182,779","754,001","5,547,442 ",2021-04-13
Mozambique,"68,792",,791 ,,"59,401",,"8,600",68,"2,154",25,"496,890","15,561","31,932,011 ",2021-04-13
El Salvador,"66,657",+168,"2,054 ",,"63,072",+114,"1,531",60,"10,236",315,"873,873","134,200","6,511,733 ",2021-04-13
Luxembourg,"63,880",,772 ,,"59,988",,"3,120",30,"100,775","1,218","2,510,240","3,960,075","633,887 ",2021-04-13
Cameroon,"61,731",,919 ,,"56,926",,"3,886",385,"2,282",34,"1,257,949","46,492","27,057,111 ",2021-04-13
Singapore,"60,692",+14,30 ,,"60,357",,305,1,"10,311",5,"8,789,647","1,493,265","5,886,193 ",2021-04-13
Afghanistan,"57,492",+128,"2,532 ",3.0,"52,013",+8,"2,947","1,124","1,452",64,"374,076","9,445","39,607,351 ",2021-04-13
Cyprus,"52,033",,273 ,,"39,061",,"12,699",56,"42,853",225,"4,001,418","3,295,494","1,214,209 ",2021-04-13
Namibia,"45,787",,575 ,,"43,721",,"1,491",32,"17,770",223,"363,659","141,138","2,576,611 ",2021-04-13
Ivory Coast,"45,227",,268 ,,"44,683",,276,,"1,682",10,"557,294","20,730","26,883,682 ",2021-04-13
Botswana,"43,444",,663 ,,"38,923",,"3,858",1,"18,189",278,"958,802","401,435","2,388,438 ",2021-04-13
Jamaica,"42,763",,676 ,,"19,017",,"23,070",49,"14,392",228,"305,709","102,889","2,971,251 ",2021-04-13
Uganda,"41,174",,337 ,,"40,779",,58,24,879,7,"969,637","20,694","46,855,361 ",2021-04-13
Senegal,"39,495",+30,"1,081 ",2.0,"38,241",+26,173,14,"2,312",63,"456,487","26,718","17,085,094 ",2021-04-13
Zimbabwe,"37,307",,"1,542 ",,"34,901",,864,12,"2,482",103,"394,257","26,229","15,031,062 ",2021-04-13
Thailand,"34,575",+965,97 ,,"28,288",+40,"6,190",1,494,1,"8,124,896","116,175","69,936,717 ",2021-04-13
Malawi,"33,859",,"1,132 ",,"31,572",,"1,155",21,"1,735",58,"224,636","11,513","19,512,250 ",2021-04-13
Sudan,"30,111",,"2,063 ",,"24,214",,"3,834",,675,46,"232,965","5,219","44,641,909 ",2021-04-13
Malta,"29,720",+59,403 ,1.0,"28,756",+50,561,,"67,170",911,"836,521","1,890,610","442,461 ",2021-04-13
Australia,"29,426",+7,910 ,1.0,"26,361",,"2,155",,"1,144",35,"16,161,532","628,118","25,730,082 ",2021-04-13
Madagascar,"28,765",+224,512 ,6.0,"24,410",+305,"3,843",246,"1,019",18,"156,363","5,537","28,241,598 ",2021-04-13
DRC,"28,665",+54,745 ,,"25,841",,"2,079",,313,8,"143,197","1,562","91,662,959 ",2021-04-13
Maldives,"25,701",,67 ,,"22,796",,"2,838",82,"46,905",122,"670,883","1,224,389","547,933 ",2021-04-13
Angola,"23,549",,554 ,,"22,093",,902,15,700,16,"443,086","13,165","33,655,110 ",2021-04-13
Rwanda,"23,535",,316 ,,"21,272",,"1,947",8,"1,783",24,"1,224,739","92,779","13,200,639 ",2021-04-13
Guinea,"21,106",+74,136 ,,"18,686",+73,"2,284",24,"1,574",10,"416,078","31,032","13,408,133 ",2021-04-13
Gabon,"20,971",,129 ,,"17,762",,"3,080",20,"9,253",57,"669,004","295,185","2,266,390 ",2021-04-13
Syria,"20,331",,"1,385 ",,"14,122",,"4,824",,"1,140",78,"103,566","5,809","17,829,667 ",2021-04-13
Mayotte,"19,706",,167 ,,"2,964",,"16,575",8,"70,908",601,"165,683","596,177","277,909 ",2021-04-13
Cabo Verde,"19,110",,184 ,,"17,399",,"1,527",23,"34,083",328,"136,977","244,302","560,687 ",2021-04-13
French Polynesia,"18,666",,141 ,,"4,842",,"13,683",2,"66,151",500,"26,355","93,400","282,174 ",2021-04-13
Eswatini,"18,393",,669 ,,"17,682",,42,3,"15,727",572,"173,720","148,540","1,169,515 ",2021-04-13
Mauritania,"18,035",,450 ,,"17,373",,212,14,"3,802",95,"215,922","45,513","4,744,159 ",2021-04-13
French Guiana,"17,706",,94 ,,"9,995",,"7,617",9,"58,116",309,"171,169","561,820","304,669 ",2021-04-13
Réunion,"17,508",,123 ,,"16,011",,"1,374",54,"19,447",137,"100,098","111,184","900,292 ",2021-04-13
Mongolia,"16,603",+885,27 ,2.0,"9,887",+371,"6,689",88,"5,002",8,"2,492,932","751,044","3,319,290 ",2021-04-13
Tajikistan,"13,308",,90 ,,"13,218",,0,,"1,371",9,,,"9,703,563 ",2021-04-13
Burkina Faso,"12,989",,153 ,,"12,627",,209,,608,7,"175,352","8,215","21,346,254 ",2021-04-13
Haiti,"12,855",,251 ,,"11,513",,"1,091",,"1,117",22,"60,085","5,220","11,510,653 ",2021-04-13
Andorra,"12,581",,121 ,,"11,890",,570,12,"162,625","1,564","193,595","2,502,456","77,362 ",2021-04-13
Somalia,"12,566",,618 ,,"5,270",,"6,678",,774,38,"100,631","6,198","16,235,833 ",2021-04-13
Belize,"12,503",,318 ,,"12,134",,51,1,"31,007",789,"106,371","263,798","403,229 ",2021-04-13
Guadeloupe,"12,140",,174 ,,"2,242",,"9,724",13,"30,337",435,"159,029","397,397","400,177 ",2021-04-13
Togo,"12,034",,116 ,,"9,303",,"2,615",,"1,428",14,"292,368","34,686","8,428,939 ",2021-04-13
Mali,"12,002",,414 ,,"7,166",,"4,422",,580,20,"243,860","11,780","20,701,344 ",2021-04-13
Hong Kong,"11,608",+13,207 ,,"11,227",+13,174,7,"1,539",27,"11,193,673","1,483,712","7,544,369 ",2021-04-13
Curaçao,"11,385",,68 ,,"6,845",,"4,472",22,"69,161",413,"85,247","517,851","164,617 ",2021-04-13
Guyana,"11,189",,257 ,,"9,751",,"1,181",17,"14,172",326,"99,746","126,339","789,513 ",2021-04-13
Lesotho,"10,709",,315 ,,"5,028",,"5,366",,"4,968",146,"71,629","33,231","2,155,481 ",2021-04-13
South Sudan,"10,387",+6,114 ,,"10,148",,125,,920,10,"140,302","12,421","11,295,828 ",2021-04-13
Congo,"10,084",,137 ,,"8,208",,"1,739",,"1,793",24,"92,500","16,450","5,623,185 ",2021-04-13
Aruba,"10,076",,92 ,,"9,468",,516,14,"94,063",859,"136,656","1,275,728","107,120 ",2021-04-13
Djibouti,"9,975",,100 ,,"8,184",,"1,691",,"9,983",100,"140,642","140,760","999,165 ",2021-04-13
Bahamas,"9,460",,190 ,,"8,865",,405,4,"23,879",480,"80,573","203,380","396,170 ",2021-04-13
Suriname,"9,316",,182 ,,"8,700",,434,10,"15,770",308,"46,195","78,200","590,726 ",2021-04-13
Martinique,"9,028",,57 ,,98,,"8,873",5,"24,072",152,"133,358","355,585","375,038 ",2021-04-13
Papua New Guinea,"8,821",+219,69 ,,846,,"7,906",,972,8,"70,260","7,739","9,078,488 ",2021-04-13
Trinidad and Tobago,"8,441",,146 ,,"7,775",,520,14,"6,016",104,"117,847","83,995","1,403,025 ",2021-04-13
Benin,"7,515",,93 ,,"6,452",,970,35,608,8,"548,484","44,344","12,368,739 ",2021-04-13
Equatorial Guinea,"7,219",,106 ,,"6,799",,314,11,"5,018",74,"115,364","80,196","1,438,522 ",2021-04-13
Nicaragua,"6,727",,179 ,,"4,225",,"2,323",,"1,006",27,,,"6,685,869 ",2021-04-13
Iceland,"6,267",,29 ,,"6,140",,98,,"18,273",85,"562,645","1,640,513","342,969 ",2021-04-13
Gambia,"5,602",,168 ,,"5,145",,289,3,"2,269",68,"59,297","24,015","2,469,123 ",2021-04-13
CAR,"5,491",,74 ,,"5,056",,361,2,"1,122",15,"40,907","8,357","4,894,947 ",2021-04-13
Yemen,"5,446",,"1,068 ",,"2,059",,"2,319",23,180,35,"22,934",756,"30,334,834 ",2021-04-13
Niger,"5,081",,189 ,,"4,760",,132,1,204,8,"93,751","3,768","24,881,206 ",2021-04-13
San Marino,"4,985",+20,86 ,,"4,568",+52,331,8,"146,674","2,530","56,871","1,673,316","33,987 ",2021-04-13
Cambodia,"4,696",+181,33 ,3.0,"2,252",+40,"2,411",,278,2,"782,811","46,323","16,898,828 ",2021-04-13
Chad,"4,641",,167 ,,"4,298",,176,,276,10,"110,863","6,603","16,789,929 ",2021-04-13
Seychelles,"4,633",+189,25 ,,"4,310",+149,298,,"46,882",253,"21,504","217,603","98,822 ",2021-04-13
Saint Lucia,"4,355",,64 ,,"4,179",,112,1,"23,632",347,"37,758","204,893","184,282 ",2021-04-13
Gibraltar,"4,277",,94 ,,"4,181",,2,,"126,978","2,791","219,808","6,525,785","33,683 ",2021-04-13
Channel Islands,"4,051",,86 ,,"3,956",,9,1,"23,134",491,"399,901","2,283,700","175,111 ",2021-04-13
Sierra Leone,"4,008",,79 ,,"2,831",,"1,098",,495,10,"118,332","14,604","8,102,739 ",2021-04-13
Comoros,"3,796",+7,146 ,,"3,582",+5,68,,"4,294",165,,,"883,955 ",2021-04-13
Barbados,"3,734",,44 ,,"3,613",,77,,"12,981",153,"146,355","508,795","287,650 ",2021-04-13
Guinea-Bissau,"3,680",,66 ,,"3,069",,545,9,"1,836",33,"60,281","30,080","2,004,008 ",2021-04-13
Eritrea,"3,466",,10 ,,"3,196",,260,,967,3,"23,693","6,610","3,584,575 ",2021-04-13
Burundi,"3,154",,6 ,,773,,"2,375",,259,0.5,"90,019","7,400","12,164,194 ",2021-04-13
Liechtenstein,"2,754",,56 ,,"2,625",,73,5,"72,070","1,465","32,252","844,006","38,213 ",2021-04-13
Vietnam,"2,714",+9,35 ,,"2,445",,234,,28,0.4,"2,598,753","26,512","98,020,700 ",2021-04-13
New Zealand,"2,587",+4,26 ,,"2,459",+2,102,,517,5,"1,948,223","389,481","5,002,100 ",2021-04-13
Monaco,"2,377",,31 ,,"2,247",,99,6,"60,240",786,"51,953","1,316,632","39,459 ",2021-04-13
Turks and Caicos,"2,357",,17 ,,"2,283",,57,2,"60,244",435,"41,059","1,049,458","39,124 ",2021-04-13
Sao Tome and Principe,"2,267",,35 ,,"2,188",,44,,"10,197",157,"12,597","56,663","222,316 ",2021-04-13
Sint Maarten,"2,185",,27 ,,"2,118",,40,1,"50,514",624,"25,304","584,996","43,255 ",2021-04-13
Liberia,"2,042",,85 ,,"1,899",,58,2,397,17,"79,684","15,473","5,149,709 ",2021-04-13
Bermuda,"1,912",+21,16 ,,"1,037",+39,859,41,"30,790",258,"218,967","3,526,152","62,098 ",2021-04-13
St. Vincent Grenadines,"1,806",,10 ,,"1,665",,131,2,"16,239",90,"43,985","395,495","111,215 ",2021-04-13
Saint Martin,"1,693",,12 ,,"1,399",,282,7,"43,213",306,"26,385","673,465","39,178 ",2021-04-13
Isle of Man,"1,574",,29 ,,"1,445",,100,,"18,434",340,"44,761","524,232","85,384 ",2021-04-13
Caribbean Netherlands,"1,519",,14 ,,"1,396",,109,,"57,510",530,"10,011","379,018","26,413 ",2021-04-13
Antigua and Barbuda,"1,198",,30 ,,938,,230,45,"12,155",304,"16,493","167,338","98,561 ",2021-04-13
Mauritius,"1,197",+4,15 ,,797,,385,,940,12,"358,675","281,664","1,273,416 ",2021-04-13
Taiwan,"1,062",+4,11 ,,"1,027",+1,24,,45,0.5,"513,203","21,518","23,850,438 ",2021-04-13
Timor-Leste,"1,046",,1 ,,550,,495,,782,0.7,"50,556","37,787","1,337,923 ",2021-04-13
Bhutan,921,,1 ,,875,,45,,"1,183",1,"652,722","838,737","778,220 ",2021-04-13
St. Barth,907,,1 ,,462,,444,,"91,607",101,"26,385","2,664,882","9,901 ",2021-04-13
Diamond Princess,712,,13 ,,699,,0,,,,,, ,2021-04-13
Faeroe Islands,661,,1 ,,660,,0,,"13,488",20,"247,430","5,048,768","49,008 ",2021-04-13
Cayman Islands,516,,2 ,,487,,27,,"7,780",30,"84,802","1,278,641","66,322 ",2021-04-13
Tanzania,509,,21 ,,183,,305,7,8,0.3,,,"61,048,540 ",2021-04-13
Wallis and Futuna,437,,5 ,,44,,388,3,"39,426",451,"1,331","120,083","11,084 ",2021-04-13
Brunei ,219,,3 ,,206,,10,,497,7,"116,596","264,545","440,741 ",2021-04-13
British Virgin Islands,178,,1 ,,159,,18,,"5,858",33,"13,223","435,139","30,388 ",2021-04-13
Dominica,165,, ,,159,,6,,"2,288",,"13,500","187,172","72,126 ",2021-04-13
Grenada,155,,1 ,,152,,2,,"1,373",9,"23,989","212,424","112,930 ",2021-04-13
New Caledonia,121,, ,,58,,63,,421,,"29,182","101,455","287,635 ",2021-04-13
Fiji,68,,2 ,,64,,2,,75,2,"40,300","44,703","901,508 ",2021-04-13
Falkland Islands,60,, ,,54,,6,,"16,863",,"7,165","2,013,772","3,558 ",2021-04-13
Laos,52,, ,,49,,3,,7,,"143,481","19,501","7,357,605 ",2021-04-13
Macao,49,, ,,48,,1,,75,,"4,418","6,733","656,216 ",2021-04-13
Saint Kitts and Nevis,44,, ,,44,,0,,823,,"12,381","231,455","53,492 ",2021-04-13
Greenland,31,, ,,31,,0,,545,,"20,669","363,590","56,847 ",2021-04-13
Vatican City,27,, ,,15,,12,,"33,624",,,,803 ,2021-04-13
Anguilla,25,, ,,22,,3,,"1,655",,"14,579","965,049","15,107 ",2021-04-13
Saint Pierre Miquelon,24,, ,,24,,0,,"4,158",,"5,126","888,080","5,772 ",2021-04-13
Montserrat,20,,1 ,,19,,0,,"4,005",200,"1,313","262,915","4,994 ",2021-04-13
Solomon Islands,19,, ,,18,,1,,27,,"4,500","6,429","699,918 ",2021-04-13
Western Sahara,10,,1 ,,8,,1,,16,2,,,"608,703 ",2021-04-13
MS Zaandam,9,,2 ,,7,,0,,,,,, ,2021-04-13
Marshall Islands,4,, ,,4,,0,,67,,,,"59,501 ",2021-04-13
Samoa,3,, ,,2,,1,,15,,,,"199,442 ",2021-04-13
Vanuatu,3,, ,,1,,2,,10,,470,"1,503","312,702 ",2021-04-13
Micronesia,1,, ,,1,,0,,9,,,,"115,962 ",2021-04-13
China,"90,435",+9,"4,636 ",,"85,506",+11,293,4,63,3,"160,000,000","111,163","1,439,323,776 ",2021-04-13
USA,"32,070,784",,"577,179 ",,"24,626,410",,"6,867,195","9,505","96,447","1,736","422,126,761","1,269,472","332,521,463 ",2021-04-14
India,"13,873,825","+2,504","172,115 ",,"12,336,036","+3,348","1,365,674","8,944","9,977",124,"260,618,866","187,414","1,390,605,073 ",2021-04-14
Brazil,"13,601,566",,"358,718 ",,"12,074,798",,"1,168,050","8,318","63,636","1,678","28,600,000","133,807","213,741,192 ",2021-04-14
France,"5,106,329",,"99,480 ",,"313,051",,"4,693,798","5,952","78,094","1,521","70,448,755","1,077,418","65,386,679 ",2021-04-14
Russia,"4,666,209","+8,326","104,000 ",399.0,"4,291,223","+9,447","270,986","2,300","31,964",712,"124,400,000","852,151","145,983,521 ",2021-04-14
UK,"4,375,814",,"127,123 ",,"3,992,416",,"256,275",377,"64,194","1,865","137,848,442","2,022,273","68,165,116 ",2021-04-14
Turkey,"3,962,760",,"34,455 ",,"3,424,733",,"503,572","2,951","46,594",405,"42,199,485","496,185","85,047,882 ",2021-04-14
Italy,"3,793,033",,"115,088 ",,"3,158,725",,"519,220","3,526","62,807","1,906","53,550,491","886,714","60,392,079 ",2021-04-14
Spain,"3,376,548",,"76,625 ",,"3,114,053",,"185,870","2,152","72,196","1,638","44,285,495","946,899","46,768,976 ",2021-04-14
Germany,"3,031,836",,"79,408 ",,"2,718,700","+18,500","233,728","4,662","36,096",945,"51,559,277","613,846","83,993,775 ",2021-04-14
Poland,"2,621,116","+21,283","59,930 ",803.0,"2,229,801","+10,146","331,385","3,457","69,316","1,585","13,243,930","350,238","37,814,097 ",2021-04-14
Argentina,"2,579,000",,"58,174 ",,"2,262,875",,"257,951","3,836","56,657","1,278","9,743,345","214,046","45,519,891 ",2021-04-14
Colombia,"2,569,314",,"66,482 ",,"2,408,624",,"94,208","4,299","50,078","1,296","13,439,422","261,944","51,306,497 ",2021-04-14
Mexico,"2,286,133","+4,293","210,294 ",592.0,"1,815,237","+2,543","260,602","4,798","17,587","1,618","6,305,194","48,505","129,990,868 ",2021-04-14
Iran,"2,118,212",,"65,055 ",,"1,729,293",,"323,864","4,481","24,970",767,"13,866,887","163,463","84,831,939 ",2021-04-14
Ukraine,"1,887,338","+14,553","38,225 ",467.0,"1,442,618","+12,384","406,495",177,"43,360",878,"8,716,400","200,251","43,527,334 ",2021-04-14
Peru,"1,659,707",,"55,489 ",,"1,584,425",,"19,793","2,599","49,796","1,665","10,086,002","302,609","33,330,131 ",2021-04-14
Czechia,"1,590,124","+5,033","28,124 ",38.0,"1,480,882",+258,"81,118","1,097","148,270","2,622","14,872,167","1,386,741","10,724,549 ",2021-04-14
Indonesia,"1,583,182","+5,656","42,906 ",124.0,"1,431,892","+5,747","108,384",,"5,741",156,"13,584,986","49,260","275,782,804 ",2021-04-14
South Africa,"1,559,960",,"53,423 ",,"1,485,315",,"21,222",546,"26,046",892,"10,181,143","169,991","59,892,296 ",2021-04-14
Netherlands,"1,364,025",,"16,822 ",,,,,782,"79,467",980,"11,292,587","657,901","17,164,578 ",2021-04-14
Chile,"1,088,710",,"24,518 ",,"1,020,925",,"43,267","3,203","56,573","1,274","12,021,128","624,654","19,244,471 ",2021-04-14
Canada,"1,078,562",,"23,392 ",,"976,877",,"78,293",928,"28,383",616,"29,251,338","769,756","38,000,812 ",2021-04-14
Romania,"1,016,449","+4,076","25,605 ",164.0,"920,653","+5,189","70,191","1,521","53,115","1,338","7,773,502","406,206","19,136,844 ",2021-04-14
Iraq,"941,078",,"14,796 ",,"826,323",,"99,959",477,"22,996",362,"8,599,946","210,144","40,924,041 ",2021-04-14
Belgium,"930,603","+3,374","23,566 ",63.0,"59,964",+91,"847,073",919,"80,024","2,026","11,767,945","1,011,938","11,629,113 ",2021-04-14
Philippines,"892,880","+8,122","15,447 ",162.0,"704,386",+501,"173,047",750,"8,064",140,"10,857,391","98,063","110,719,062 ",2021-04-14
Sweden,"876,506",,"13,660 ",,,,,391,"86,368","1,346","7,847,033","773,218","10,148,535 ",2021-04-14
Israel,"836,469",+135,"6,312 ",3.0,"826,948",+180,"3,209",221,"90,944",686,"13,914,938","1,512,890","9,197,590 ",2021-04-14
Portugal,"828,173",,"16,923 ",,"785,809",,"25,441",118,"81,406","1,663","9,563,681","940,070","10,173,374 ",2021-04-14
Pakistan,"734,423","+4,503","15,754 ",135.0,"641,912","+3,645","76,757","4,216","3,275",70,"10,878,086","48,513","224,230,425 ",2021-04-14
Hungary,"731,675","+3,597","24,265 ",285.0,"435,344","+4,220","272,066","1,204","75,891","2,517","5,011,794","519,836","9,641,101 ",2021-04-14
